#,utterance_id,translation,asl_gloss,negative,wh_question,yes_no_question,topic_focus,conditional_when,role_shift,head_pos_tilt_fr_bk,head_pos_turn,head_pose_tilt_side,head_pose_jut,head_mvmt_nod,head_mvmt_nod_cycles,head_mvmt_shake,head_mvmt_side_to_side,head_mvmt_jut,body_lean,shoulders,face_eye_brows,face_eye_gaze,face_eye_aperture,face_nose,face_mouth,face_cheeks
1379834,6188533,"When the bride and groom danced their last song at their wedding, everyone looked on quietly.","HUSBAND;WIFE;DANCE;POSS-3p:i;LAST;MUSIC;EACH+ONE;EACH+ONE;DCL:4""many people look at them"";QUIET",,,,,,,slightly front;front;back,slightly left;left;left,right;slightly left;slightly right;further right,,single,,single,,slightly back;slightly back,,,slightly raised,into space;down/left;down/left;down/left,slightly lowered;slightly wide;slightly squinted;further lowered;slightly wide;slightly lowered;lowered lid;blink;lowered lid,,,
1379834,6188534,"If I enjoy talking with those two, it means that I should enjoy talking with all of BU.",#IF;IX-1p;ENJOY;CHAT:i;WITH;IX-3p-pl-2:i/j;MEAN;IX-1p;MUST;CHAT:k;#ALL_2;ns-fs-BU,,,,,,,further front;slightly front;slightly back;back,right;slightly left;left,slightly right;right,,slight rapid head nod;slight rapid head nod,,,,slightly back;slightly back;slightly back,,,raised-furrowed;raised;slightly lowered,down/right;down/left,slightly squinted;slightly wide;squint;slightly wide;lowered lid;blink;lowered lid,,,
1379834,6189815,"If I pay rent now, I will have to cancel my vacation.",IX-1p;PROCEED;(P)PAY;fs-RENT;NOW;MUST;CANCEL/CRITICIZE;VACATION+,,,,,,,,right,,,rapid,,,,slightly back,,,further raised,down/right;other,squint;slightly wide;blink;lowered lid,,,
1379834,6189816,"When a bad storm comes to Boston, I have to stay home.","BAD;fs-STORM;DCL:crvd-5""clouds coming"";ns-BOSTON;IX-1p;STAY;HOME",,,,,,,slightly back,slightly right,,,slow;rapid,,,,,,,raised;further raised,up/right;up/right,squint;slightly wide;blink;lowered lid,,,
1379834,61829118,"When my sister goes water tubing, I will have to watch her and make sure to stop the boat when she falls off.","(G/Q)POSS-1p;SISTER;(2h)IX-3p:i;WATER++DCL:L-X""tube skipping on water"";WATER++DCL:L-X""tube skipping on water"";IX-1p;GO-BY-BOAT;IX-1p;LOOK:j;MAKE;REALLY;SCL:V/2""person flips off"";IX-1p;STOP",,,,focus;focus,,,front,further right;further right,slightly left;slightly left;right,,,,,,slightly back;back;back;back,,,raised;further raised;lowered;slightly raised;lowered;raised,down;other;other,lowered lid;blink;squint;slightly squinted;slightly lowered;wide;slightly lowered,,,
1379834,61839102,Who loves watching fireworks?,WHO;KISS-FIST;(2h)LOOK-FORWARD;STAR+BOMB++;STAR+BOMB++,,whq,,focus,,,slightly back;slightly front;back;further back,right;further right,slightly right;further right;left,,,,,,slightly back;forward,,,slightly lowered,up;up/right,slightly lowered;slightly squinted;slightly wide;slightly wide;lowered lid,,,
1379831,5572615,Mother has to clean the kitchen soon because a group of friends are coming over for the weekend.,MOTHER;MUST;NICE/CLEAN+;(K)KITCHEN;SOON;MUST;NICE/CLEAN;(25)WHY;IX-3p:i;(1h)part:indef;FRIEND;FUTURE;GROUP/TOGETHER;NOW;WEEKEND_2,,,,topic,,,slightly front;slightly back,,slightly left;left;slightly right;slightly right,forward;slightly forward;forward,single,,,,,,,slightly raised;raised-furrowed;further lowered;raised,,wider;blink;slightly squinted;blink;slightly squinted;squint;wider;blink;squint,wrinkle,intense,
1379831,5572412,The park is crowded because the kids love playing there.,fs-PARK;CROWDED;(25)WHY;KID;KISS-FIST;PLAY;IX-loc:i,,,,topic,,,slightly front;slightly back,left,further left;slightly right,slightly forward;forward,,,,,,,,slightly raised;raised,,slightly lowered;closed;further squinted;blink;wide;blink;further squinted;blink;lowered lid;slightly lowered,,,
1379831,5572413,"I like the beach better than the lake because the beach has waves, while the lake has none.",IX-1p;COMPARE;fs-LAKE;fs-BEACH;IX-1p;FAVORITE/PREFER;fs-BEACH;(25)WHY;fs-BEACH;(1h)HAVE;fs-WAVES;IX-3p:i;fs-LAKE;NONE/NOTHING;IX-loc:i;IX-loc:j,negation,,,topic;topic,,,slightly back;slightly front,,slightly left;slightly right;slightly left;slightly right,,slow;single;slight single head nod,,single;slight slow head shake,,,back;back,,slightly raised;raised;raised;lowered;slightly raised;slightly raised,,blink;slightly squinted;slightly wide;blink;blink;slightly wide;blink;squint;further squinted;wide;blink;lowered lid;blink;slightly lowered;further lowered;squint,,open & tongue visible;lips pursed: oo,
1379831,5572716,My friend loves to go outside because he loves camping.,FRIEND;IX-loc:i;KISS-FIST;GO-OUT+;(25)WHY;IX-3p:i;(1h)LOVE;CAMP,,,,,,,slightly back,,left,slightly forward,single,,,,,,,slightly raised,,blink;lowered lid;blink;slightly lowered;slightly wide;slightly lowered;lowered lid,,lips spread,
1379831,5572717,My friend is an expert at making bonfires because he was a Boy Scout growing up.,FRIEND;POSS-1p+;IX-loc:i;EXPERT;MAKE;(2h)alt.FIRE;fs-BONFIRE;EXPERT;WOW;(25)WHY;GROW-UP;BOY;fs-SCOUT;BOY+SCOUT;BOY+SCOUT;BUOY,,,,topic,,,slightly back;front;further front;back,,slightly left;further left;left;slightly right,forward;forward,,,,,,slightly forward;forward,,slightly raised;slightly raised;slightly raised;lowered;raised,,lowered lid;wide;blink;further lowered;blink;slightly lowered;lowered lid;further squinted;blink;wide;blink;slightly lowered;lowered lid,,open & tongue visible;lips pursed: oo;pow;lips spread;open & tongue visible;lips pursed: mm,
1379831,5572210,"My friend is leaving when?  Uh, tomorrow.","FRIEND;DEPART;#WHEN;5""uh"";TOMORROW",,whq,,,,,back;front;slightly back,,slightly left;right,slightly forward;slightly forward;slightly forward,slow,,,,,,,lowered,up,blink;blink;slightly squinted;squint;closed;slightly wide;blink;slightly squinted,,open & tongue visible,
1379831,557207,Mother has to go to the store because I need to go food shopping.,MOTHER;IX-loc:i;GO-OUT;SELL;(25)WHY;IX-1p;MUST;EAT;BUY+;IX-1p,,,,topic,,,further back;slightly front,,slightly left;left,,,,slight rapid head shake,,,,,slightly raised;raised,,blink;slightly lowered;further lowered;lowered lid;wide;blink;lowered lid,,,
1379831,5572514,"In my freshman year, my friends were shocked when they saw that I was bald because of the tradition at Gallaudet University.",POSS-1p;FRESHMAN;YEAR;FRIEND;LOOK;IX-1p;(2h)BALD;(25)WHY;IX-3p:i;TRADITION;ns-GALLAUDET;(1h)TEND,,,,sentence-initial adverb,,,back;further front;front,,slightly left;slightly left,further forward;slightly forward;slightly forward;slightly back,single;slight single head nod,,single,,,slightly forward,,raised;lowered;raised-furrowed;slightly raised;raised,,blink;slightly lowered;blink;squint;blink;squint;blink;slightly squinted;slightly wide;further lowered;wide;blink;lowered lid,wrinkle,open & tongue visible;open & tongue visible,
1379831,557218,My friend left because she`s bored.,FRIEND;IX-3p:i;GO-OUT;(25)WHY;(1h)part:indef;BORE,,,,,,,back;slightly back,,slightly right;right,back;slightly forward,,,,,,,,raised-furrowed,,slightly squinted;wider;blink;lowered lid;blink;slightly wide,,open & round,
1379831,557229,My friend went out to a party.,FRIEND;DEPART;WHERE;(P)PARTY,,,,,,,slightly back;further back;slightly front,,,,,,slight slow head shake,,,,,raised;raised-furrowed,,blink;slightly lowered;slightly squinted;slightly wide;blink;slightly lowered,,,
1379831,5572818,My neighbor just adopted puppies because they have children.,POSS-1p+;(nd-1)NEXT-TO;IX-3p:i;RECENT-PAST;TAKE-UP;fs-PUPPIES;(25)WHY;IX-3p:i;(1h)HAVE;CHILDREN,,,,topic,,,slightly back;front;slightly front,right,slightly right;left,forward;slightly forward,single,,,,,,,raised;further lowered;raised,other,blink;slightly lowered;wide;further squinted;blink;slightly lowered;lowered lid;slightly wide;wide;blink;slightly lowered;closed,wrinkle,open & tongue visible;intense;open & tongue visible;lips spread,
1379831,5572311,Father arrives home late because he had to finish work.,FATHER;IX-loc:i;ARRIVE;HOME;fs-LATE;(25)WHY;FINISH;POSS-3p:i;WORK,,,,topic,,,slightly back;slightly back,,slightly right;further left;slightly right,slightly forward;slightly forward;slightly back;slightly forward,,,,,,left;slightly left,,slightly raised;slightly raised;raised,,blink;slightly lowered;blink;further lowered;lowered lid;wide;blink;lowered lid;squint,,lips pursed: oo,
1379815,70287617,I'm tired.,IX-1p;TIRED,,,,,,,,,further left,,,,,,,,,slightly lowered,,blink;squint;slightly squinted;blink,,left tense,
1379815,70287124,"I'll read anything, I don't care.",(1h)part:indef;IX-1p;READ;(2h)ANY+(2h)THING;(2h)ANY+(2h)THING;IX-1p;(5)NOT;fs-CARE;part:indef;(1h)part:indef,negation,,,,,,,,slightly left,,,,slow,,,,raised;shrug,slightly lowered,left,slightly squinted;blink;slightly squinted,,left tense;left tense,
1379815,70286630,I can't believe there has not been a decision yet.,IX-1p;BELIEVE;UP-TO-NOW;(2h)NOT-YET;DECIDE;part:indef,negation,,,,,,,,,forward,,,slight slow head shake,,,,,raised,into space;other;left,blink;squint;wide,,,
1379815,70287913,You said you wanted to punish him/her so go ahead don't dismiss it.,"IX-2p;SAY;(1h)WANT;PUNISH;PROCEED;NOT;DISMISS;(1h)5""wave no""",negation,,,topic,,,slightly back,slightly right;slightly right,slightly left;left;slightly left,slightly forward,rapid,,rapid,,,,,raised;further lowered,left;left,wide;slightly squinted;further lowered;squint,,lips pursed: mm;open & tongue visible;lips spread & crnrs down,
1379815,70287419,You don't want anything?,IX-2p;WANT+NEG;WANT+NEG;SOMETHING/ONE;(1h)part:indef,negation,,,,,,,,,slightly forward;slightly forward,,,rapid,,,,,further raised,left,slightly wide,,,
1379815,70287420,You don't want anything?,IX-2p;WANT;NONE/NOTHING;(1h)part:indef,negation,,,,,,slightly front,,,further forward,,,slight rapid head shake,,,,,raised,to addressee;left,squint;blink,,,
1379815,70286926,"No, I can't believe he/she is guilty.",IX-1p;CANNOT;BELIEVE;IX-3p:i;(1)GUILTY+;#NO+,negation,,,,,,,,,further forward,,,slow,,,,,further raised,left,squint;slightly wide,,open & corners down,
1379815,70288210,What's the name of the city where BU is? Oh it's Boston?,NAME;CITY/COMMUNITY_3;ns-fs-BU;WHERE;ns-BOSTON;ns-fs-BOSTON,,whq,,,,,slightly back;further back;slightly front,slightly right;right,slightly left;left,forward;slightly forward,,,slight rapid head shake,,,forward,,lowered;raised,down/right,slightly lowered;squint;blink;slightly lowered;wide,,,
1379815,7028829,"Just so you know, your fingerspelling is lousy.",IX-2p;FINGERSPELL+;LOUSY;(1h)INFORM:i,,,,topic;focus,,,front,,right;slightly left,forward,,,,,,,,raised;slightly raised,left;down/right;down/left;other,squint;blink;further lowered;blink;wide,,lips spread;lips pursed corners down,
1379815,70287716,I am warm too.,i:SAME-1p;IX-1p;WARM,,,,,,,front;back,further right,further left,forward,single,,,,,,,,left;other,squint;blink;slightly lowered,,lips spread,
1379815,7028838,"Your family, specifically your parents, are important.",POSS-2p;FAMILY;IMPORTANT;IX-3p-pl-2;MOTHER+FATHER;MOTHER+FATHER;IX-3p-pl-2;BUOY_2,,,,topic,,,back;slightly back,,slightly right;slightly left;slightly right,forward;slightly forward,rapid;slight rapid head nod,,,,,,,raised;further lowered;lowered,left;left;left,slightly lowered;slightly wide;squint;blink;slightly squinted,,,
1379815,7028847,"Two plus one equals six. No, two plus one equals three.",TWO;PLUS;ONE;EQUAL+;SIX;#NO+;TWO;PLUS;ONE;EQUAL;THREE,negation,,,focus,,,back;front;back;front,slightly left;slightly left;right,slightly left;left,forward,,,single,,,left;slightly back;forward;back/left,,slightly raised;slightly lowered;raised,left;left,squint;slightly squinted;slightly wide;closed;further lowered;lowered lid;slightly lowered,,smile mouth open;lips spread & crnrs up;lips spread & crnrs up;smile mouth open,
1379815,70287222,Do you want anything?,WANT_2;(2h)ANY+(2h)THING;(2h)ANY+(2h)THING;part:indef,,,,,,,slightly front,,slightly left,forward,,,slight single head shake,,,,,raised,left;left,wide,,,
1379815,70287223,"I'll follow whatever, I don't care.",part:indef;IX-1p;FOLLOW;IX-1p;NOT;fs-CARE;part:indef;(1h)part:indef,negation,,,,,,,,slightly left,,,,slight slow head shake,,,,shrug;shrug;left/shrug,lowered,left,slightly squinted;squint;further lowered,,lips spread & crnrs down;left tense;lips spread & crnrs down,
1379815,70286728,I can't believe John didn't buy the turkey.,"IX-1p;CANNOT;BELIEVE;ns-fs-JOHN;NOT;BUY;TURKEY;5""exasperation""",negation,,,topic,,,back,left,slightly left;slightly left;right,forward,,,slight slow head shake,,,,,lowered;raised-furrowed,,squint;wide;wider;blink,,,
1379815,70286729,I can't believe it's not raining. I'm surprised.,IX-1p;CANNOT;BELIEVE;RAIN;NONE/NOTHING;IX-1p;SURPRISE;part:indef,negation,,,,,,front,,,forward,single,,rapid,,,,,raised;slightly raised,other;left,squint;blink;squint,,lips spread & crnrs down,
1379815,70288012,"No, I told her that it was fine.",IX-1p;(1h)INFORM:i;IX-3p:i;FINE+;IX-3p:i;(1h)part:indef,negation,,,,,,,right,right,back,,,rapid,,,,,lowered,left;down/right,further squinted;squint;slightly squinted,wrinkle,lips pursed corners down;open & corners down;lips spread & crnrs down,
1379815,70287518,I'm happy.,IX-1p;(1h)HAPPY+,,,,,,,slightly back;front,,further right,forward,,,,,,,,,,slightly lowered;slightly squinted,,,
1379815,70287025,"No, I like anything, I don't care.",IX-1p;LIKE;(2h)ANY+(2h)THING;(2h)ANY+(2h)THING;IX-1p;(5)NOT;fs-CARE;part:indef,negation,,,,,,,,slightly left;slightly left,,,,slight slow head shake,,,,shrug;shrug,slightly lowered,,slightly squinted,,lips spread & crnrs down;lips spread & crnrs down,
1379815,70286531,"I doubt that the two of them have decided what to do yet, and I'm confused by that.","IX-1p;5""exasperation"";IX-3p-pl-2:i/j;DOUBT-1p;NOT;NOT-YET;DECIDE;IX-1p;MYSTERY;part:indef;(1h)part:indef",negation,,,topic,,,,,slightly left;left,forward;slightly forward,,,slow;slow,,,,,slightly lowered;slightly raised;slightly lowered,left;other,further squinted;squint;blink,,,
1379815,70286532,I think Obama will win again.,IX-1p;THINK;ns-fs-OBAMA;FUTURE;WIN;AGAIN;part:indef,,,,,,,,right,left;left,forward,slow,,,,,,,slightly lowered,,blink;further squinted;blink,,lips spread & crnrs down;lips spread & crnrs down,
1379815,70287814,It's illegal to not have a tax.,IX-loc:i;ILLEGAL;#IF;NONE/NOTHING;fs-TAX;ILLEGAL,negation,,,topic,,,back,right;left;right,left;slightly right;slightly left,,rapid;slight slow head nod;slight rapid head nod,,,,,,,raised;raised,left,wide;wider;slightly squinted;blink,,left tense,
1379815,70287815,You are breaking the rules if there is no tax.,IX-2p;RULE;BREAK;fs-TAX;NONE;(1h)part:indef,,,,,,,slightly back;back,slightly right;left,slightly left;right,,slight rapid head nod;rapid,,,,,,,raised,left;left,wide;slightly squinted;further lowered,,left tense,
1379815,70287321,You don't want anything.,IX-2p;WANT+NEG;WANT+NEG;IX-2p,negation,,,,,,slightly back;slightly front,,,,,,rapid,,,,,,left,blink;lowered lid;slightly wide,,lips spread & crnrs down,
1379815,70286827,I can't believe he/she is not guilty. I thought he/she was guilty.,IX-1p;CANNOT;BELIEVE;IX-3p:i;NOT;(1)GUILTY;IX-1p;THINK;IX-3p:i;(1)GUILTY+,negation,,,,,,,,,further forward;slightly back,slight slow head nod,,rapid,,,,,raised;further lowered,left,slightly squinted;further squinted,,,
1379815,70288111,"What's the name of the city where BU is? Bustun? No, it's Boston.",NAME+;CITY/COMMUNITY_3;ns-fs-BU;part:indef;ns-BOSTON;part:indef;ns-fs-BUSTUN;ns-fs-BOSTON,negation,whq,,,,,slightly back;slightly front;front;back,right,right,slightly forward;forward,,,rapid;rapid,,,,,lowered;right raised/left furrowed,,slightly squinted;squint;slightly squinted;blink;lowered lid,,,
1379816,97996552,"No, he/she didn't stop.","#NO+;NOT;STOP;5""perplexed""",negation,,,,,,back;front,,left,slightly forward;forward,,,rapid,,,forward,,raised;raised-furrowed,left,lowered lid;slightly squinted,,open & tongue visible,
1379816,97997834,My pay increased a little bit.,POSS-1p;PAY;IX-1p;INCREASE;LITTLE-BIT;SMALL-AMOUNT;INCREASE;part:indef,,,,topic,,,slightly back,,slightly left,slightly forward,,,,,,,slightly raised;raised,raised;slightly lowered,down/right,blink;lowered lid;blink;further squinted;squint;blink,,lips spread & crnrs down;lips spread & crnrs down,
1379816,97999117,He/She isn't guilty.,IX-3p:i;(1)GUILTY+;NONE/NOTHING;part:indef,negation,,,,,,back;front;slightly front,,slightly left,slightly forward;slightly back,,,rapid,,,,,raised;further lowered,left,wide;blink;further squinted;further lowered,tensed;wrinkle left,left tense,
1379816,97996059,He/She didn't finish because he/she was laying around.,IX-3p:i;NOT;FINISH;(25)WHY;IX-3p:i;REST+++,negation,,,,,,back;back,,right;left;left,forward;back,,,slow,,,back/right,,raised,left,slightly squinted;blink;lowered lid,,tongue out,
1379816,97997341,I'm not skilled.,IX-1p;NOT;SKILL;(1h)part:indef,negation,,,,,,slightly back;slightly front,,slightly left,,,,rapid,,,,,slightly lowered,,closed;further squinted;squint,wrinkle,left tense;left tense,
1379816,97997342,"Did I say John? Oh, I made that up. I meant James.","IX-1p;SAY;ns-fs-JOHN;(1h)5""wave no"";IX-1p;CREATE/PRETEND;ns-fs-JAMES",negation,,,,,,slightly front;slightly back,,,forward;back,,,rapid,,,forward;back,,raised;further lowered;lowered,left,slightly squinted;squint;further squinted;blink;squint,,open & tongue visible;tongue out,
1379816,97998624,He/she doesn't want anything? I doubt that. I think he/she wants something.,IX-3p:i;WANT+NEG;WANT+NEG;IX-1p;DOUBT;IX-1p;THINK;IX-3p:i;WANT,negation;negation,,,,,,slightly front;back,left,slightly left;right,forward,rapid,,slight rapid head shake;rapid,,,,,raised;slightly lowered,left;down/right;down/right,slightly wide;squint;closed;further lowered;blink;further lowered;blink;lowered lid,,,
1379816,9799979,It's raining so much. Wow.,RAIN++;(1h)WOW/AWFUL,,,,,,,,,left;slightly right,forward;forward;forward,rapid,,,,,,,lowered,,further squinted;blink,tensed,lips pursed corners down;lips pursed corners down;lips pursed corners down,
1379816,97996848,I automatically keep information in the back of my mind.,BACK-OF-MIND;AUTOMATIC;(1h)part:indef,,,,,,,,left;left,left;left,,,,,,,,,,left,lowered lid;blink;lowered lid,,left tense;puh,
